preco,preco_antigo,marca,likes,anomesdia_particao,categoria,fl_item_ativo
1300,1300,apple,2,20260710,eletronicos,1.0
1300,1300,apple,3,20260710,eletronicos,1.0
150,0,activision,0,20260710,eletronicos,1.0
219,219,tomate,0,20260710,eletronicos,1.0
152,152,naughty dog,1,20260710,eletronicos,1.0
300,300,sony,0,20260710,eletronicos,1.0
165,165,zimbabwer,0,20260710,eletronicos,1.0
200,200,tamagotchi,5,20260710,eletronicos,1.0
300,300,amiibo nintendo,0,20260710,eletronicos,1.0
290,290,apple,1,20260710,eletronicos,1.0
188,188,sonyy,2,20260710,eletronicos,1.0
120,120,philips,1,20260710,eletronicos,1.0
186,186,hp,0,20260710,eletronicos,1.0
149,0,xiaomi,1,20260710,eletronicos,1.0
150,150,swarovski,0,20260710,eletronicos,1.0
139,139,gm7,1,20260710,eletronicos,1.0
120,120,wearfit,1,20260710,eletronicos,1.0
1700,0,sony,0,20260710,eletronicos,1.0
96,96,sem  marca,0,20260710,eletronicos,1.0
110,110,samsung,0,20260710,eletronicos,1.0
110,110,qcy,0,20260710,eletronicos,1.0
5000,0,apple,2,20260710,eletronicos,1.0
148,148,nintend,5,20260710,eletronicos,1.0
1100,0,sony,3,20260710,eletronicos,1.0
65,65,activision,0,20260710,eletronicos,1.0
75,75,nintendo,1,20260710,eletronicos,1.0
70,70,xbox one,1,20260710,eletronicos,1.0
50,50,lenoxx sound,2,20260710,eletronicos,1.0
2250,2250,xbox one,6,20260710,eletronicos,1.0
280,280,edifier,0,20260710,eletronicos,1.0
40,40,ds,0,20260710,eletronicos,1.0
40,40,pc gamer,0,20260710,eletronicos,1.0
50,50,super nitendo,1,20260710,eletronicos,1.0
45,45,lehmox,0,20260710,eletronicos,1.0
2399,2399,asus,0,20260710,eletronicos,1.0
30,30,sem  marca,1,20260710,eletronicos,1.0
48,48,chiwa,2,20260710,eletronicos,1.0
40,40,renner,3,20260710,eletronicos,1.0
1100,1100,apple,9,20260710,eletronicos,1.0
30,30,iphone,0,20260710,eletronicos,1.0
1500,1500,dell,0,20260710,eletronicos,1.0
29,29,sem  marca,4,20260710,eletronicos,1.0
1000,1000,amvox,0,20260710,eletronicos,1.0
75,0,sem  marca,0,20260710,eletronicos,1.0
150,0,lenovo,0,20260710,eletronicos,1.0
400,400,pentax,1,20260710,eletronicos,1.0
22,22,sem  marca,1,20260710,eletronicos,1.0
1800,1800,dell,0,20260710,eletronicos,1.0
2950,2950,gamer,2,20260710,eletronicos,1.0
22,22,bt21,3,20260710,eletronicos,1.0
2500,2500,intel,0,20260710,eletronicos,1.0
1900,1900,canon,6,20260710,eletronicos,1.0
650,650,zoom,0,20260710,eletronicos,1.0
541,541,apple,0,20260710,eletronicos,1.0
340,340,apple,0,20260710,eletronicos,1.0
250,250,haylou,0,20260710,eletronicos,1.0
5000,0,sony,9,20260710,eletronicos,1.0
350,350,machintec,0,20260710,eletronicos,1.0
180,180,4forte,1,20260710,eletronicos,1.0
99,0,multilaser.,0,20260710,eletronicos,1.0
148,148,ea sportss,0,20260710,eletronicos,1.0
229,229,relaxmedic,2,20260710,eletronicos,1.0
120,120,sem  marca,0,20260710,eletronicos,1.0
120,120,positivo.,0,20260710,eletronicos,1.0
130,130,powerbank,0,20260710,eletronicos,1.0
195,195,tomate,1,20260710,eletronicos,1.0
224,224,sega,3,20260710,eletronicos,1.0
250,250,positivo.,6,20260710,eletronicos,1.0
200,200,case para mi pad 5 e 5pro 11pol,0,20260710,eletronicos,1.0
120,120,sem  marca,0,20260710,eletronicos,1.0
100,100,pentax,1,20260710,eletronicos,1.0
100,100,britania,0,20260710,eletronicos,1.0
4000,0,apple,7,20260710,eletronicos,1.0
159,159,pgytech,2,20260710,eletronicos,1.0
148,148,dynacom s,7,20260710,eletronicos,1.0
110,0,red barrels,4,20260710,eletronicos,1.0
100,100,ea sportss,0,20260710,eletronicos,1.0
150,150,moes,0,20260710,eletronicos,1.0
108,108,sonyy,0,20260710,eletronicos,1.0
600,600,amazon.,1,20260710,eletronicos,1.0
90,90,apple,1,20260710,eletronicos,1.0
100,100,mondial,0,20260710,eletronicos,1.0
1500,1500,redmi,7,20260710,eletronicos,1.0
70,70,"nintendo wii,",0,20260710,eletronicos,1.0
88,88,nintend,0,20260710,eletronicos,1.0
79,79,wb-games,9,20260710,eletronicos,1.0
599,0,echo,0,20260710,eletronicos,1.0
45,45,ea sports,0,20260710,eletronicos,1.0
90,90,sem  marca,6,20260710,eletronicos,1.0
100,0,motospeed,1,20260710,eletronicos,1.0
65,65,britania,5,20260710,eletronicos,1.0
60,60,cmik,1,20260710,eletronicos,1.0
45,45,sem  marca,0,20260710,eletronicos,1.0
40,40,feir,0,20260710,eletronicos,1.0
850,0,panasonic,0,20260710,eletronicos,1.0
40,40,sem  marca,0,20260710,eletronicos,1.0
40,40,samsung,0,20260710,eletronicos,1.0
60,60,logi,5,20260710,eletronicos,1.0
50,50,ubisoft,0,20260710,eletronicos,1.0
60,60,ubisoft,2,20260710,eletronicos,1.0
200,0,kodak,1,20260710,eletronicos,1.0
36,36,sem  marca,0,20260710,eletronicos,1.0
30,30,multilaser.,1,20260710,eletronicos,1.0
21,21,sem  marca,1,20260710,eletronicos,1.0
499,0,sem  marca,2,20260710,eletronicos,1.0
700,700,redragon,1,20260710,eletronicos,1.0
1876,1876,apple,3,20260710,eletronicos,1.0
895,895,lenovo,0,20260710,eletronicos,1.0
600,600,apple,0,20260710,eletronicos,1.0
393,393,lomografy,6,20260710,eletronicos,1.0
797,797,hp,0,20260710,eletronicos,1.0
700,700,epson,0,20260710,eletronicos,1.0
770,770,"asrock, amd",6,20260710,eletronicos,1.0
376,376,xbox one,2,20260710,eletronicos,1.0
350,350,redmi,0,20260710,eletronicos,1.0
2500,2500,samsung,1,20260710,eletronicos,1.0
1000,1000,nikon,4,20260710,eletronicos,1.0
188,188,tectoy,1,20260710,eletronicos,1.0
500,500,dell,7,20260710,eletronicos,1.0
510,0,sony,0,20260710,eletronicos,1.0
400,400,apple,0,20260710,eletronicos,1.0
800,800,jabra,0,20260710,eletronicos,1.0
200,200,razer,0,20260710,eletronicos,1.0
220,220,positivo.,0,20260710,eletronicos,1.0
1400,1400,shure,0,20260710,eletronicos,1.0
339,339,apple,2,20260710,eletronicos,1.0
89,0,omron,0,20260710,eletronicos,1.0
120,120,keqiwear,0,20260710,eletronicos,1.0
327,327,feira hippie de ipanema,0,20260710,eletronicos,1.0
150,150,snowman,0,20260710,eletronicos,1.0
300,300,revlon,2,20260710,eletronicos,1.0
3000,3000,nintendo,7,20260710,eletronicos,0.0
150,150,smart tv 28 ld,0,20260710,eletronicos,1.0
100,100,snes,0,20260710,eletronicos,1.0
100,100,sem  marca,0,20260710,eletronicos,1.0
150,150,playstation studios,1,20260710,eletronicos,1.0
80,80,microsoft,0,20260710,eletronicos,1.0
89,89,sem  marca,0,20260710,eletronicos,1.0
100,100,nog,1,20260710,eletronicos,1.0
150,0,xiaomi,1,20260710,eletronicos,1.0
2600,2600,motorola,2,20260710,eletronicos,0.0
45,0,samsung,0,20260710,eletronicos,1.0
69,69,bommax,1,20260710,eletronicos,1.0
90,90,sun,2,20260710,eletronicos,1.0
100,100,sony,3,20260710,eletronicos,1.0
100,100,titan,3,20260710,eletronicos,1.0
350,0,sony,0,20260710,eletronicos,1.0
70,70,w&o little star,0,20260710,eletronicos,1.0
99,99,steam,0,20260710,eletronicos,1.0
100,100,indusat,0,20260710,eletronicos,1.0
80,80,tron,2,20260710,eletronicos,1.0
80,80,xbox one,1,20260710,eletronicos,1.0
70,70,capcom,3,20260710,eletronicos,1.0
50,50,tron,3,20260710,eletronicos,1.0
58,58,activision,1,20260710,eletronicos,1.0
350,0,samsung,0,20260710,eletronicos,1.0
1000,0,sony,1,20260710,eletronicos,1.0
60,60,xbox one,0,20260710,eletronicos,1.0
60,60,sem  marca,0,20260710,eletronicos,1.0
45,45,fitzei,0,20260710,eletronicos,1.0
2800,2800,samsung,0,20260710,eletronicos,1.0
250,0,sony,2,20260710,eletronicos,1.0
200,0,intelbrás,0,20260710,eletronicos,1.0
65,0,activision,0,20260710,eletronicos,1.0
17,0,sem  marca,0,20260710,eletronicos,1.0
300,0,google,0,20260710,eletronicos,1.0
289,0,red dragon,0,20260710,eletronicos,1.0
200,0,redmi,0,20260710,eletronicos,0.0
20,20,rca,0,20260710,eletronicos,1.0
20,20,shein,0,20260710,eletronicos,1.0
140,140,xiaomi,3,20260710,eletronicos,1.0
35,35,audiotec,0,20260710,eletronicos,1.0
25,25,pegasus,0,20260710,eletronicos,1.0
30,30,sem  marca,3,20260710,eletronicos,1.0
29,29,intel,1,20260710,eletronicos,1.0
39,39,cabos!!,0,20260710,eletronicos,1.0
541,541,apple,0,20260710,eletronicos,1.0
1500,1500,powercolor,1,20260710,eletronicos,1.0
950,950,epson,0,20260710,eletronicos,1.0
2600,2600,cooler master,0,20260710,eletronicos,1.0
650,650,wls,0,20260710,eletronicos,1.0
4200,4200,beelink,0,20260710,eletronicos,1.0
1200,1200,infinity,1,20260710,eletronicos,1.0
10000,10000,siemens,1,20260710,eletronicos,1.0
900,900,astro,0,20260710,eletronicos,1.0
130,0,konami,0,20260710,eletronicos,1.0
4350,4350,apple,1,20260710,eletronicos,1.0
1550,1550,apple,0,20260710,eletronicos,1.0
280,0,hp,0,20260710,eletronicos,1.0
180,180,intelbrás,0,20260710,eletronicos,1.0
250,250,rhode,0,20260710,eletronicos,1.0
1050,1050,sony,1,20260710,eletronicos,1.0
235,235,samsung,0,20260710,eletronicos,1.0
451,451,epson,0,20260710,eletronicos,1.0
800,800,desktop,0,20260710,eletronicos,1.0
700,700,nintendo,0,20260710,eletronicos,1.0
850,850,nintendo,1,20260710,eletronicos,1.0
750,750,apple,1,20260710,eletronicos,1.0
500,500,samsung,4,20260710,eletronicos,1.0
79,0,xbox one,1,20260710,eletronicos,1.0
541,541,apple,0,20260710,eletronicos,1.0
55,0,sony,4,20260710,eletronicos,1.0
200,200,v beauty,0,20260710,eletronicos,1.0
195,195,brunswick,0,20260710,eletronicos,1.0
500,500,joymax,5,20260710,eletronicos,1.0
3800,3800,apple,1,20260710,eletronicos,1.0
650,650,ubiquiti,3,20260710,eletronicos,1.0
120,120,qoc,0,20260710,eletronicos,1.0
2100,0,pichau,0,20260710,eletronicos,1.0
105,105,intel,0,20260710,eletronicos,1.0
100,100,kaidi,0,20260710,eletronicos,1.0
150,150,nintendo game boy,0,20260710,eletronicos,1.0
100,100,jortan,1,20260710,eletronicos,1.0
168,168,nintend,1,20260710,eletronicos,1.0
100,100,nintend,1,20260710,eletronicos,1.0
120,120,playstation 2,0,20260710,eletronicos,1.0
129,129,mercur,2,20260710,eletronicos,1.0
148,148,sony,0,20260710,eletronicos,1.0
4700,0,apple,4,20260710,eletronicos,1.0
119,119,panasonic,0,20260710,eletronicos,1.0
99,99,genérica,1,20260710,eletronicos,1.0
50,0,ubisoft,3,20260710,eletronicos,0.0
1500,0,sony,6,20260710,eletronicos,0.0
110,110,motorola,0,20260710,eletronicos,1.0
52,52,ultramax,0,20260710,eletronicos,1.0
60,60,sem  marca,1,20260710,eletronicos,1.0
50,50,dart bag,5,20260710,eletronicos,1.0
180,0,epson,5,20260710,eletronicos,0.0
59,59,ultramax,0,20260710,eletronicos,1.0
50,50,maker,0,20260710,eletronicos,1.0
1089,0,apple,1,20260710,eletronicos,1.0
40,40,"ea,",0,20260710,eletronicos,1.0
50,50,hairstar,1,20260710,eletronicos,1.0
60,60,sem  marca,0,20260710,eletronicos,1.0
50,50,case,3,20260710,eletronicos,1.0
1950,0,meta,0,20260710,eletronicos,1.0
45,0,jvc,0,20260710,eletronicos,1.0
1200,0,apple,2,20260710,eletronicos,1.0
60,60,gama,2,20260710,eletronicos,1.0
30,30,sony,0,20260710,eletronicos,1.0
28,28,sem  marca,0,20260710,eletronicos,1.0
45,45,sem  marca,2,20260710,eletronicos,1.0
45,45,sem  marca,2,20260710,eletronicos,1.0
17,17,sem  marca,0,20260710,eletronicos,1.0
160,160,aoc,3,20260710,eletronicos,1.0
30,30,iphone,0,20260710,eletronicos,1.0
1300,1300,xbox one,3,20260710,eletronicos,1.0
2000,2000,sem  marca,0,20260710,eletronicos,1.0
970,970,samsung,0,20260710,eletronicos,1.0
2190,2190,medicube,6,20260710,eletronicos,1.0
25,25,sem  marca,4,20260710,eletronicos,1.0
170,0,amazon.,0,20260710,eletronicos,1.0
600,600,sansung,0,20260710,eletronicos,1.0
400,400,amazon.,3,20260710,eletronicos,1.0
420,420,mlove,0,20260710,eletronicos,1.0
19000,19000,wit color,0,20260710,eletronicos,1.0
1800,1800,bluepc,1,20260710,eletronicos,1.0
1499,1499,shure,6,20260710,eletronicos,1.0
500,500,toshiba,0,20260710,eletronicos,1.0
15,15,tok&stok,0,20260710,eletronicos,1.0
25,25,wildflower,1,20260710,eletronicos,1.0
385,0,apple,0,20260710,eletronicos,1.0
490,490,sony,5,20260710,eletronicos,1.0
269,269,polishop,0,20260710,eletronicos,1.0
220,220,imenso,0,20260710,eletronicos,1.0
300,300,redragon,0,20260710,eletronicos,1.0
410,410,motorola,5,20260710,eletronicos,1.0
300,300,samsung,0,20260710,eletronicos,0.0
230,230,ugee,0,20260710,eletronicos,1.0
17,17,sem  marca,0,20260710,eletronicos,1.0
200,200,sem  marca,0,20260710,eletronicos,1.0
299,299,microwear,1,20260710,eletronicos,1.0
350,350,sem  marca,0,20260710,eletronicos,1.0
250,250,redragon,3,20260710,eletronicos,1.0
500,500,samsung,1,20260710,eletronicos,1.0
229,229,hmaston,0,20260710,eletronicos,1.0
260,260,motorola,0,20260710,eletronicos,1.0
175,0,sony,1,20260710,eletronicos,1.0
119,0,psvita,2,20260710,eletronicos,1.0
200,200,rhode,0,20260710,eletronicos,1.0
199,199,xwear,0,20260710,eletronicos,1.0
115,115,philips,2,20260710,eletronicos,1.0
115,115,sony,0,20260710,eletronicos,1.0
150,150,dell,1,20260710,eletronicos,1.0
150,150,world view,0,20260710,eletronicos,1.0
100,100,hmaston,2,20260710,eletronicos,1.0
140,140,tany,0,20260710,eletronicos,1.0
8000,0,apple,1,20260710,eletronicos,0.0
100,100,nintend,0,20260710,eletronicos,1.0
79,79,rockstar games.,0,20260710,eletronicos,1.0
80,80,broadlink,1,20260710,eletronicos,1.0
85,85,sem  marca,0,20260710,eletronicos,1.0
60,60,bethesda,0,20260710,eletronicos,1.0
70,70,ea sports,0,20260710,eletronicos,1.0
800,800,apple,9,20260710,eletronicos,1.0
350,0,lumix,1,20260710,eletronicos,1.0
50,50,tplink,0,20260710,eletronicos,1.0
55,55,konami,0,20260710,eletronicos,1.0
4000,0,apple,4,20260710,eletronicos,1.0
350,350,gillette,0,20260710,eletronicos,1.0
32,32,mpi0,0,20260710,eletronicos,1.0
45,45,tplink,0,20260710,eletronicos,1.0
3200,0,apple,4,20260710,eletronicos,1.0
450,0,nikon,7,20260710,eletronicos,1.0
30,30,sem  marca,0,20260710,eletronicos,1.0
40,40,w.b,0,20260710,eletronicos,1.0
31,31,a’gold,0,20260710,eletronicos,1.0
30,30,relog´s,0,20260710,eletronicos,1.0
2500,2500,polk áudio,0,20260710,eletronicos,1.0
4500,4500,apple,5,20260710,eletronicos,1.0
1000,1000,epson,2,20260710,eletronicos,1.0
15,15,guangzhou dechang power technology co ltd,0,20260710,eletronicos,1.0
7950,7950,dji,1,20260710,eletronicos,1.0
1200,1200,samsung,0,20260710,eletronicos,1.0
3700,3700,apple,3,20260710,eletronicos,1.0
650,650,tecno,0,20260710,eletronicos,1.0
1000,1000,huion,2,20260710,eletronicos,1.0
1200,1200,shokz,1,20260710,eletronicos,1.0
299,299,swatch,4,20260710,eletronicos,1.0
300,300,sony xbox,0,20260710,eletronicos,1.0
1590,1590,ledger,0,20260710,eletronicos,1.0
315,315,lenovo,1,20260710,eletronicos,1.0
320,320,smallrig,4,20260710,eletronicos,1.0
580,580,aoc,5,20260710,eletronicos,1.0
330,330,amiibo nintendo,0,20260710,eletronicos,1.0
350,350,apple,2,20260710,eletronicos,1.0
600,600,itautec,0,20260710,eletronicos,0.0
750,0,xiaomi,0,20260710,eletronicos,1.0
200,200,hewlettpackard,0,20260710,eletronicos,1.0
250,250,r36s,1,20260710,eletronicos,1.0
350,350,hori,4,20260710,eletronicos,1.0
300,300,pichau vulcan,0,20260710,eletronicos,0.0
297,297,xiaomi,3,20260710,eletronicos,1.0
650,0,crucial,0,20260710,eletronicos,1.0
180,180,salon line.,0,20260710,eletronicos,1.0
188,188,lucasarts,2,20260710,eletronicos,1.0
200,200,voxman,5,20260710,eletronicos,1.0
260,260,motorola,3,20260710,eletronicos,1.0
100,0,lego,0,20260710,eletronicos,1.0
329,0,elle kennedy,0,20260710,eletronicos,1.0
180,0,sony,0,20260710,eletronicos,0.0
110,110,teikon,1,20260710,eletronicos,1.0
85,85,airpods,1,20260710,eletronicos,1.0
90,90,rockstar games.,2,20260710,eletronicos,1.0
100,100,jp 099,0,20260710,eletronicos,1.0
106,106,kapbom,0,20260710,eletronicos,1.0
70,70,havit,0,20260710,eletronicos,1.0
65,65,sega,2,20260710,eletronicos,1.0
79,79,sem  marca,0,20260710,eletronicos,1.0
91,91,gama,0,20260710,eletronicos,1.0
99,99,ácer,3,20260710,eletronicos,1.0
150,150,zeiss,1,20260710,eletronicos,1.0
88,88,câmera espiã,9,20260710,eletronicos,1.0
70,70,sem  marca,0,20260710,eletronicos,1.0
679,0,sony,2,20260710,eletronicos,1.0
61,61,microsoft,1,20260710,eletronicos,1.0
80,80,konami,2,20260710,eletronicos,1.0
68,68,blü,3,20260710,eletronicos,1.0
160,0,taiff,0,20260710,eletronicos,1.0
49,49,samsung,0,20260710,eletronicos,1.0
450,0,polaroid,4,20260710,eletronicos,1.0
39,39,sem  marca,2,20260710,eletronicos,1.0
50,50,amd,0,20260710,eletronicos,1.0
49,49,apple,0,20260710,eletronicos,1.0
45,45,peining,0,20260710,eletronicos,1.0
50,50,sem  marca,1,20260710,eletronicos,1.0
35,35,sem  marca,1,20260710,eletronicos,1.0
45,45,emay,0,20260710,eletronicos,1.0
48,0,mobildeksel,0,20260710,eletronicos,1.0
40,40,sem  marca,1,20260710,eletronicos,1.0
14,14,pial,0,20260710,eletronicos,1.0
690,690,sony playstation 4,1,20260710,eletronicos,1.0
25,25,inova,0,20260710,eletronicos,1.0
1000,1000,maqmei,0,20260710,eletronicos,1.0
250,0,sony,1,20260710,eletronicos,1.0
700,700,nintendo,1,20260710,eletronicos,1.0
30,30,sem  marca,5,20260710,eletronicos,1.0
29,29,cabos!!,1,20260710,eletronicos,1.0
1000,0,logitech,0,20260710,eletronicos,1.0
1500,1500,intel,0,20260710,eletronicos,1.0
2450,2450,sigma,0,20260710,eletronicos,1.0
3800,3800,apple,0,20260710,eletronicos,1.0
1900,1900,nikon,4,20260710,eletronicos,1.0
1250,1250,philips,0,20260710,eletronicos,1.0
1453,1453,pichau,0,20260710,eletronicos,1.0
29,29,sem  marca,0,20260710,eletronicos,1.0
2450,2450,raf eletrônics,1,20260710,eletronicos,1.0
11800,11800,shure,5,20260710,eletronicos,1.0
45,45,smart,9,20260710,eletronicos,1.0
229,229,xiaomi,0,20260710,eletronicos,1.0
285,285,olympus,2,20260710,eletronicos,1.0
370,370,canon,2,20260710,eletronicos,1.0
30,30,apple,1,20260710,eletronicos,1.0
220,220,vedo,1,20260710,eletronicos,1.0
188,188,sony,1,20260710,eletronicos,1.0
259,259,tplink,0,20260710,eletronicos,1.0
280,280,nintendo,1,20260710,eletronicos,1.0
120,120,sem  marca,0,20260710,eletronicos,1.0
135,135,samsung,0,20260710,eletronicos,1.0
188,188,insta360,4,20260710,eletronicos,1.0
200,200,sony,1,20260710,eletronicos,1.0
160,160,hp,0,20260710,eletronicos,1.0
195,195,exatron,0,20260710,eletronicos,1.0
140,140,smart,2,20260710,eletronicos,1.0
160,160,tp-link,0,20260710,eletronicos,1.0
350,350,ricoh,9,20260710,eletronicos,1.0
137,137,jbl,6,20260710,eletronicos,1.0
95,95,philco,0,20260710,eletronicos,1.0
100,100,toshiba,0,20260710,eletronicos,1.0
118,118,bbg,1,20260710,eletronicos,1.0
120,120,hp,0,20260710,eletronicos,1.0
100,100,philips,2,20260710,eletronicos,1.0
350,350,sem  marca,7,20260710,eletronicos,1.0
100,0,gamemaster,0,20260710,eletronicos,1.0
1000,1000,fujifilm,1,20260710,eletronicos,1.0
100,100,sem  marca,0,20260710,eletronicos,1.0
68,68,nintendo,0,20260710,eletronicos,1.0
60,60,"ea,",1,20260710,eletronicos,1.0
200,200,vinik,1,20260710,eletronicos,1.0
55,55,sem  marca,2,20260710,eletronicos,1.0
2500,0,apple,1,20260710,eletronicos,0.0
85,0,netherrealm-studios,0,20260710,eletronicos,1.0
1700,0,canon,7,20260710,eletronicos,1.0
60,60,playstation,1,20260710,eletronicos,1.0
68,68,ps2,8,20260710,eletronicos,1.0
39,39,samsung,0,20260710,eletronicos,1.0
39,39,sem  marca,0,20260710,eletronicos,1.0
35,35,sem  marca,0,20260710,eletronicos,1.0
750,0,apple,1,20260710,eletronicos,1.0
30,30,sem  marca,1,20260710,eletronicos,1.0
25,25,sem  marca,0,20260710,eletronicos,1.0
20,20,airelles,0,20260710,eletronicos,1.0
60,60,mallory,3,20260710,eletronicos,1.0
19,19,generic,0,20260710,eletronicos,1.0
15,15,sem  marca,0,20260710,eletronicos,1.0
21,21,maketech,0,20260710,eletronicos,1.0
20,20,keliou,0,20260710,eletronicos,1.0
25,25,bethesda,1,20260710,eletronicos,1.0
999,0,microsoft,0,20260710,eletronicos,1.0
90,90,microsoft,2,20260710,eletronicos,1.0
90,0,nintendo,3,20260710,eletronicos,1.0
1900,1900,apple,2,20260710,eletronicos,1.0
49,49,apple,0,20260710,eletronicos,1.0
1950,1950,apple,1,20260710,eletronicos,1.0
1000,0,xbox one,2,20260710,eletronicos,1.0
80,0,eletronic arts,0,20260710,eletronicos,1.0
4512,0,samsung,0,20260710,eletronicos,1.0
1100,0,apple,5,20260710,eletronicos,1.0
150,150,lelong,1,20260710,eletronicos,1.0
2000,0,xbox one,8,20260710,eletronicos,0.0
40,40,le long,0,20260710,eletronicos,1.0
15,15,copag,4,20260710,eletronicos,1.0
2786,0,apple,0,20260710,eletronicos,1.0
40,40,le long,0,20260710,eletronicos,1.0
18,18,jogo de dominó,7,20260710,eletronicos,1.0
186,186,8bitdo,9,20260710,eletronicos,1.0
250,250,apple,0,20260710,eletronicos,1.0
1400,1400,samsung,1,20260710,eletronicos,1.0
750,0,nintendo,0,20260710,eletronicos,0.0
35,35,"ps3,",2,20260710,eletronicos,1.0
1000,1000,apple,7,20260710,eletronicos,1.0
300,300,disney,2,20260710,eletronicos,1.0
90,90,playstation,1,20260710,eletronicos,0.0
240,240,nintendo,0,20260710,eletronicos,1.0
89,89,xbox one,1,20260710,eletronicos,1.0
99,99,lelong,5,20260710,eletronicos,1.0
89,89,playstation,0,20260710,eletronicos,1.0
99,99,playstation,1,20260710,eletronicos,1.0
99,99,nintendo,0,20260710,eletronicos,1.0
80,80,xbox one,0,20260710,eletronicos,1.0
1050,1050,amazfit,5,20260710,eletronicos,1.0
120,120,britania,0,20260710,eletronicos,1.0
500,500,samsung,2,20260710,eletronicos,1.0
89,89,plsytation,1,20260710,eletronicos,1.0
98,98,playstation,0,20260710,eletronicos,1.0
99,99,xbox one,0,20260710,eletronicos,1.0
87,87,playstation,3,20260710,eletronicos,1.0
65,65,xbox one,1,20260710,eletronicos,1.0
320,320,apple,2,20260710,eletronicos,1.0
190,190,samsung,2,20260710,eletronicos,1.0
85,85,apple,1,20260710,eletronicos,1.0
170,170,"ea,",4,20260710,eletronicos,1.0
877,877,hanimex,1,20260710,eletronicos,1.0
137,137,kodak,4,20260710,eletronicos,1.0
1570,1570,montblanc,6,20260710,eletronicos,1.0
77,77,lehmox,7,20260710,eletronicos,1.0
40,40,sem  marca,0,20260710,eletronicos,0.0
139,139,force line,1,20260710,eletronicos,1.0
40,40,multilaser.,0,20260710,eletronicos,1.0
30,30,wribe,0,20260710,eletronicos,1.0
25,0,cellairis,0,20260710,eletronicos,1.0
2989,0,jbl,0,20260710,eletronicos,1.0
2980,0,jbl,0,20260710,eletronicos,1.0
78,78,sony-interactive-entertainment,2,20260710,eletronicos,1.0
